"customerID","tenure","PhoneService","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","gender","SeniorCitizen","Partner","Dependents","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies"
"0082-OQIQY",-0.139407207791744,"Yes","Month-to-month","Yes","Electronic check",0.977259101606186,0.143066726804206,0,"Male","No","No","No","No","Fiber optic","No","No","No","Yes","Yes","Yes"
"0083-PIVIK",1.28653003689714,"Yes","One year","No","Electronic check",0.546825968548609,1.44886670724025,0,"Male","No","No","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No"
"0089-IIQKO",0.268003433547938,"Yes","Month-to-month","Yes","Credit card (automatic)",1.1683780602997,0.654719564625699,0,"Female","No","Yes","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"0093-EXYQL",0.308744497681906,"Yes","Month-to-month","Yes","Electronic check",0.889178190208303,0.613339123008475,0,"Female","Yes","No","No","No","Fiber optic","No","No","No","No","Yes","Yes"
"0093-XWZFY",0.308744497681906,"Yes","Month-to-month","Yes","Credit card (automatic)",1.31961132326588,0.773589074154066,1,"Male","No","No","No","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"0094-OIFMO",-0.872746362203172,"Yes","Month-to-month","Yes","Electronic check",1.00384956542441,-0.513064731802369,1,"Female","Yes","No","No","No","Fiber optic","No","Yes","No","No","Yes","Yes"
"0096-BXERS",-1.07645168287301,"Yes","Month-to-month","No","Electronic check",-0.480230696430473,-0.868526254543072,0,"Female","No","Yes","No","Yes","DSL","No","No","No","No","No","No"
"0096-FCPUF",-0.0986661436577758,"Yes","Month-to-month","Yes","Mailed check",-0.0099118676455534,-0.174190678196075,0,"Male","No","No","No","Yes","DSL","Yes","No","No","No","No","Yes"
"0098-BOWSO",-0.22088933605968,"Yes","Month-to-month","Yes","Electronic check",-1.50894926539819,-0.773567405309518,0,"Male","No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0100-DUVFC",1.53097642170095,"Yes","One year","Yes","Electronic check",1.32958274719772,2.21709592933229,0,"Male","Yes","Yes","No","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"0103-CSITQ",1.00134258795937,"Yes","One year","Yes","Bank transfer (automatic)",1.48247791415253,1.75112480504452,0,"Female","No","Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0104-PPXDV",1.04208365209333,"Yes","One year","No","Credit card (automatic)",-0.481892600419112,0.262597970473575,0,"Male","No","Yes","No","No","DSL","No","No","Yes","No","No","No"
"0106-GHRQR",-0.669041041533331,"Yes","Month-to-month","Yes","Bank transfer (automatic)",0.219430882786669,-0.472566602373146,0,"Male","No","No","No","Yes","DSL","No","Yes","Yes","No","No","Yes"
"0106-UGRDO",1.49023535756698,"Yes","Two year","Yes","Electronic check",1.70184924065292,2.60262223987911,0,"Female","No","Yes","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0107-WESLM",-1.28015700354285,"Yes","Month-to-month","Yes","Electronic check",-1.49399212950044,-0.998534955444946,1,"Male","No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0107-YHINA",-1.28015700354285,"Yes","Month-to-month","Yes","Electronic check",1.16173044434515,-0.963286583534326,1,"Male","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"0111-KLBQG",-0.0171840153898394,"Yes","Month-to-month","Yes","Mailed check",0.96894958166299,0.25505420126617,0,"Male","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes"
"0112-QAWRZ",-0.669041041533331,"Yes","Month-to-month","Yes","Bank transfer (automatic)",0.864249630378714,-0.371056585143687,0,"Male","No","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No"
"0112-QWPNC",0.67541407488762,"Yes","One year","No","Electronic check",0.649864015844245,0.783515086269072,1,"Male","No","Yes","No","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"0114-IGABW",1.57171748583492,"No","Two year","No","Bank transfer (automatic)",-0.217649866225465,0.821697146204794,0,"Female","No","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
"0114-PEGZZ",0.0235570487441288,"Yes","Month-to-month","No","Electronic check",1.42098746657288,0.600942636767068,0,"Female","No","No","No","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"0114-RSRRW",-0.91348742633714,"Yes","Month-to-month","Yes","Bank transfer (automatic)",-1.49066832152316,-0.924464847262304,0,"Female","No","Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0115-TFERT",-0.46533572086349,"Yes","Month-to-month","Yes","Electronic check",1.54230645774355,0.014910881497133,1,"Male","No","Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0117-LFRMW",0.186521305280002,"No","Month-to-month","No","Bank transfer (automatic)",-0.817597206124249,-0.368144954923286,1,"Male","No","Yes","Yes","No phone service","DSL","Yes","Yes","Yes","No","No","No"
"0118-JPNOY",-0.261630400193649,"Yes","Month-to-month","Yes","Credit card (automatic)",0.698059231514785,-0.039549838307198,0,"Female","Yes","No","No","No","Fiber optic","Yes","No","No","No","Yes","No"
"0121-SNYRK",0.716155139021588,"No","One year","Yes","Mailed check",-0.977139989033621,-0.23575401111381,0,"Male","No","No","No","No phone service","DSL","Yes","No","No","Yes","No","No"
"0122-OAHPZ",-1.03571061873904,"Yes","Month-to-month","Yes","Electronic check",0.300864178229994,-0.781750850853222,1,"Female","No","No","No","Yes","Fiber optic","No","No","No","No","No","No"
"0123-CRBRT",1.16430684449524,"Yes","Two year","No","Mailed check",0.774506814992192,1.43086753860504,0,"Female","No","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"0125-LZQXK",-0.709782105667299,"Yes","Month-to-month","Yes","Electronic check",1.2149113719816,-0.321757391639159,1,"Male","No","No","No","No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"0128-MKWSG",-0.261630400193649,"No","Month-to-month","No","Mailed check",-0.631463959396649,-0.501285864092562,0,"Female","No","No","Yes","No phone service","DSL","Yes","No","No","Yes","No","Yes"
"0129-KPTWJ",1.61245854996889,"Yes","Month-to-month","Yes","Electronic check",0.99221623750394,1.96934266694175,0,"Male","No","Yes","No","No","Fiber optic","No","No","Yes","No","Yes","Yes"
"0129-QMPDR",0.471708754217779,"Yes","One year","Yes","Bank transfer (automatic)",-1.47238737764813,-0.625669824795933,0,"Male","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0130-SXOUN",1.36801216516508,"Yes","Month-to-month","No","Credit card (automatic)",0.817716318696814,1.62945395431926,0,"Male","No","No","No","Yes","Fiber optic","No","Yes","No","No","No","Yes"
"0133-BMFZO",-1.23941593940889,"Yes","Month-to-month","Yes","Electronic check",0.713016367412539,-0.927155899435705,1,"Female","No","No","No","No","Fiber optic","Yes","Yes","No","Yes","No","No"
"0134-XWXCE",0.471708754217779,"Yes","One year","No","Bank transfer (automatic)",0.33410225800278,0.434428269086673,0,"Female","Yes","No","No","No","DSL","No","No","Yes","Yes","Yes","Yes"
"0135-NMXAP",-0.832005298069203,"Yes","Month-to-month","Yes","Bank transfer (automatic)",0.829349646617289,-0.543019230584986,1,"Female","No","No","No","Yes","Fiber optic","No","Yes","No","No","Yes","No"
"0136-IFMYD",1.49023535756698,"Yes","Two year","Yes","Electronic check",1.50075885802756,2.36060400671057,0,"Male","Yes","Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0137-OCGAB",-1.28015700354285,"Yes","Month-to-month","Yes","Mailed check",0.511925984787184,-0.971911185172031,1,"Female","No","No","No","Yes","Fiber optic","No","Yes","No","No","No","No"
"0137-UDEUO",-1.19867487527492,"Yes","Month-to-month","No","Mailed check",-1.49399212950044,-0.979168202918335,1,"Female","No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0139-IVFJG",-1.23941593940889,"Yes","Month-to-month","No","Electronic check",0.84929249448096,-0.923251668003803,0,"Female","No","Yes","No","No","Fiber optic","Yes","Yes","No","No","Yes","No"
"0141-YEAYS",-0.22088933605968,"Yes","Month-to-month","Yes","Bank transfer (automatic)",0.719663983367096,0.0519459355884543,0,"Female","Yes","No","No","Yes","Fiber optic","No","Yes","Yes","No","No","No"
"0142-GVYSN",-0.261630400193649,"Yes","Month-to-month","Yes","Electronic check",-1.47903499360269,-0.781750850853222,0,"Male","No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0147-ESWWR",0.268003433547938,"Yes","Month-to-month","Yes","Electronic check",1.21158756400433,0.734899684710244,0,"Female","Yes","Yes","No","Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"0148-DCDOS",-0.302371464327617,"Yes","Month-to-month","Yes","Bank transfer (automatic)",0.993878141492579,0.0347629057271443,1,"Male","No","No","No","Yes","Fiber optic","No","No","No","No","Yes","Yes"
"0151-ONTOV",-1.28015700354285,"Yes","Month-to-month","No","Mailed check",0.202811842900276,-0.976013936846233,1,"Female","No","No","No","No","Fiber optic","No","No","No","No","No","No"
"0156-FVPTA",-0.424594656729521,"Yes","Month-to-month","Yes","Electronic check",-0.352264089305247,-0.49877127435676,1,"Male","No","Yes","No","No","DSL","Yes","No","No","Yes","No","No"
"0164-APGRB",1.61245854996889,"Yes","Two year","Yes","Electronic check",1.66528735290285,2.74107907998109,0,"Female","No","No","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0164-XAIRP",-0.343112528461585,"Yes","Two year","Yes","Bank transfer (automatic)",-1.50396355343228,-0.799860308511932,0,"Female","No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0168-XZKBB",-0.546817849131426,"Yes","Month-to-month","Yes","Electronic check",0.73295921527621,-0.317147310456857,0,"Female","No","Yes","No","Yes","Fiber optic","No","No","No","No","Yes","No"
"0174-QRVVY",1.57171748583492,"Yes","Two year","No","Credit card (automatic)",-1.31118269075012,-0.192233962440685,0,"Male","No","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0177-PXBAT",0.0235570487441288,"Yes","Month-to-month","Yes","Bank transfer (automatic)",1.49909695403892,0.62264751659188,0,"Male","Yes","Yes","No","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"0178-CIIKR",-1.19867487527492,"Yes","Month-to-month","No","Mailed check",-1.49066832152316,-0.981704850458836,0,"Female","No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0178-SZBHO",0.593931946619684,"Yes","Month-to-month","No","Electronic check",0.744592543196685,0.765030645930462,0,"Male","No","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No"
"0181-RITDD",1.20504790862921,"Yes","Two year","No","Mailed check",1.44093031443655,2.00388518910197,0,"Male","No","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0186-CAERR",1.57171748583492,"Yes","One year","Yes","Bank transfer (automatic)",1.71182066458475,2.65851671698894,0,"Male","No","No","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0187-QSXOE",-1.03571061873904,"Yes","Month-to-month","Yes","Electronic check",0.8044210867877,-0.740193946798398,0,"Male","Yes","Yes","No","No","Fiber optic","No","No","No","No","Yes","Yes"
"0187-WZNAB",-0.22088933605968,"Yes","Month-to-month","No","Mailed check",0.319145122105027,-0.137177681909454,0,"Female","No","Yes","Yes","No","Fiber optic","Yes","No","No","No","No","No"
"0188-GWFLE",-1.23941593940889,"Yes","Month-to-month","No","Mailed check",-1.48734451354588,-0.992424943543043,0,"Male","No","No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0191-EQUUH",-0.302371464327617,"No","Two year","No","Bank transfer (automatic)",-0.988773316954096,-0.634757640332338,0,"Female","No","No","Yes","No phone service","DSL","Yes","No","No","Yes","No","No"
"0191-ZHSKZ",-0.0986661436577758,"Yes","Month-to-month","Yes","Electronic check",0.330778450025501,-0.0758790426481188,0,"Male","Yes","No","No","No","DSL","Yes","Yes","No","No","Yes","Yes"
"0193-ESZXP",1.04208365209333,"Yes","One year","Yes","Credit card (automatic)",1.35284940303867,1.73030223740771,1,"Female","Yes","Yes","No","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"0195-IESCP",-0.91348742633714,"Yes","Month-to-month","Yes","Electronic check",0.679778287639753,-0.629971096712435,1,"Male","No","Yes","No","Yes","Fiber optic","No","No","No","No","No","Yes"
"0196-JTUQI",-0.954228490471108,"Yes","Month-to-month","Yes","Credit card (automatic)",0.345735585923255,-0.727665113728791,0,"Female","No","No","No","Yes","Fiber optic","No","No","No","No","No","No"
"0196-VULGZ",-1.07645168287301,"Yes","Month-to-month","Yes","Electronic check",0.649864015844245,-0.797786874870131,1,"Female","Yes","Yes","No","Yes","Fiber optic","No","No","No","No","No","Yes"
"0197-PNKNK",1.49023535756698,"Yes","One year","No","Bank transfer (automatic)",0.653187823821524,1.57285362745902,0,"Female","No","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No"
"0201-MIBOL",1.36801216516508,"Yes","Two year","Yes","Bank transfer (automatic)",1.24981135574303,1.84780416304468,0,"Female","Yes","No","No","Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
"0201-OAMXR",1.53097642170095,"Yes","One year","No","Credit card (automatic)",1.68689210475516,2.5782483656856,1,"Female","No","No","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0203-HHYIJ",-0.302371464327617,"Yes","One year","No","Bank transfer (automatic)",-1.31284459473876,-0.708915979733781,1,"Male","No","No","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0206-OYVOC",0.553190882485715,"Yes","Two year","Yes","Mailed check",-1.51393497736411,-0.626044807475833,0,"Female","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0206-TBWLC",0.879119395557461,"Yes","One year","Yes","Mailed check",1.65697783295966,1.66148188674367,0,"Female","No","Yes","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0207-MDKNV",-0.709782105667299,"Yes","Month-to-month","No","Electronic check",1.33955417112955,-0.309052096131952,1,"Female","No","No","No","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"0208-BPQEJ",-0.832005298069203,"Yes","Month-to-month","No","Bank transfer (automatic)",-1.50894926539819,-0.919898881689401,0,"Female","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0212-ISBBF",-0.424594656729521,"No","Month-to-month","Yes","Electronic check",-0.480230696430473,-0.522527530018674,0,"Female","No","No","No","No phone service","DSL","No","Yes","No","No","Yes","Yes"
"0214-JHPFW",1.53097642170095,"No","Two year","No","Bank transfer (automatic)",-0.232607002123219,0.774669906584367,0,"Female","No","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
"0215-BQKGS",-0.0986661436577758,"Yes","Month-to-month","Yes","Credit card (automatic)",0.648202111855606,0.0685113469181636,0,"Male","No","No","No","No","Fiber optic","Yes","Yes","Yes","No","No","No"
"0218-QNVAS",1.57171748583492,"Yes","One year","No","Bank transfer (automatic)",1.18832090816338,2.13098225978344,0,"Male","No","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"0219-QAERP",-0.0986661436577758,"Yes","One year","No","Credit card (automatic)",-1.49565403348908,-0.752899242305606,0,"Male","No","Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0219-YTZUE",-1.15793381114095,"Yes","Month-to-month","Yes","Bank transfer (automatic)",0.664821151741999,-0.843225952552157,1,"Male","No","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No"
"0220-EBGCE",-1.23941593940889,"Yes","Month-to-month","Yes","Electronic check",0.699721135503424,-0.933486489384609,1,"Male","No","No","No","No","Fiber optic","No","No","Yes","No","No","Yes"
"0221-NAUXK",-0.91348742633714,"Yes","One year","Yes","Bank transfer (automatic)",-1.49066832152316,-0.910458141277796,0,"Male","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0221-WMXNQ",-1.15793381114095,"Yes","Month-to-month","No","Electronic check",0.350721297889173,-0.886679827811182,0,"Male","Yes","No","No","No","Fiber optic","Yes","No","No","No","No","No"
"0222-CNVPT",0.797637267289525,"No","Month-to-month","Yes","Credit card (automatic)",-0.531749720078291,0.119883974064493,0,"Male","Yes","No","No","No phone service","DSL","Yes","No","No","No","Yes","Yes"
"0224-HJAPT",-1.11719274700698,"Yes","Month-to-month","No","Electronic check",-0.586592551703388,-0.908847921534695,1,"Male","No","No","No","Yes","DSL","No","No","No","No","No","No"
"0224-NIJLP",-0.994969554605076,"Yes","Two year","No","Mailed check",-1.48402070556861,-0.934280570353809,0,"Male","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0224-RLWWD",-1.23941593940889,"Yes","Month-to-month","Yes","Electronic check",-0.681321079055827,-0.967896664716628,0,"Female","Yes","No","No","No","DSL","No","No","No","No","No","No"
"0225-ZORZP",-1.19867487527492,"Yes","Month-to-month","No","Electronic check",0.648202111855606,-0.903598164016092,0,"Male","No","No","No","No","Fiber optic","No","Yes","No","No","No","Yes"
